ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"October 31, 2021",40744,58006,297112,123064,260357,Estonia,Full
"November 07, 2021",40744,58006,297113,123064,260359,Estonia,Full
"November 14, 2021",40744,58006,297115,123064,260359,Estonia,Full
"November 21, 2021",40744,58006,297115,123064,260359,Estonia,Full
"November 28, 2021",40744,58006,297115,123064,260359,Estonia,Full
"December 05, 2021",40744,58006,297115,123064,260359,Estonia,Full
"December 06, 2020",977,1227,3187,526,984,Finland,Full
"December 13, 2020",5429,5534,14333,2592,5093,Finland,Full
"December 20, 2020",10937,9235,23929,4422,9234,Finland,Full
"December 27, 2020",18923,13268,34261,6266,12770,Finland,Full
"January 03, 2021",31626,18594,48195,8675,16816,Finland,Full
"January 10, 2021",50883,26557,67729,11893,21087,Finland,Full
"January 17, 2021",79374,39572,97133,17028,26810,Finland,Full
"January 24, 2021",102588,55099,127223,21831,31904,Finland,Full
"January 31, 2021",140861,72453,159066,26544,36831,Finland,Full
"February 07, 2021",176887,94302,194907,31327,41528,Finland,Full
"February 14, 2021",210882,125251,239843,36818,47018,Finland,Full
"February 21, 2021",228781,159308,301605,42847,52279,Finland,Full
"February 28, 2021",237103,188678,376384,48707,56895,Finland,Full
"March 07, 2021",245939,217762,498899,58852,63503,Finland,Full
"March 14, 2021",252832,242881,638310,76846,72862,Finland,Full
"March 21, 2021",256950,261658,765258,105094,84953,Finland,Full
"March 28, 2021",259041,274906,898026,147428,101210,Finland,Full
"April 04, 2021",260111,280777,1013205,212312,129906,Finland,Full
"April 11, 2021",260945,284589,1092400,289053,168815,Finland,Full
"April 18, 2021",261853,288707,1145420,373604,235098,Finland,Full
"April 25, 2021",262530,293474,1183836,447181,323830,Finland,Full
"May 02, 2021",262915,297297,1214398,494316,427574,Finland,Full
"May 09, 2021",263195,300985,1246209,525135,566681,Finland,Full
"May 16, 2021",263348,303190,1265051,540268,704680,Finland,Full
"May 23, 2021",263480,303918,1270558,544933,820681,Finland,Full
"May 30, 2021",263534,304308,1273556,547808,933366,Finland,Full
"June 06, 2021",263608,305170,1281678,558540,1038680,Finland,Full
"June 13, 2021",263661,305937,1290433,572571,1137065,Finland,Full
"June 20, 2021",263691,306677,1296729,583583,1228974,Finland,Full
"June 27, 2021",263714,307330,1302233,591304,1310859,Finland,Full
"July 04, 2021",263731,307880,1306876,595430,1373470,Finland,Full
"July 11, 2021",263753,308307,1310169,597613,1406500,Finland,Full
"July 18, 2021",263768,308738,1313067,599406,1418918,Finland,Full
"July 25, 2021",263789,309721,1319415,603165,1438074,Finland,Full
"August 01, 2021",263815,310711,1326788,607796,1455866,Finland,Full
"August 08, 2021",263824,310935,1328365,608860,1459523,Finland,Full
"August 15, 2021",263828,310971,1328700,609064,1460254,Finland,Full
"August 22, 2021",263828,311011,1329101,609270,1460619,Finland,Full
"August 29, 2021",263828,311058,1329481,609448,1461223,Finland,Full
"September 05, 2021",263831,311076,1329729,609552,1461766,Finland,Full
"September 12, 2021",263832,311115,1330034,609718,1464523,Finland,Full
"September 19, 2021",263839,311267,1331234,610406,1471068,Finland,Full
"September 26, 2021",263848,311438,1332816,611404,1474828,Finland,Full
"October 03, 2021",263878,312051,1338714,614716,1481857,Finland,Full
"October 10, 2021",263891,313146,1353386,621777,1492355,Finland,Full
"October 17, 2021",263895,313664,1361689,625051,1494974,Finland,Full
"October 24, 2021",263895,313807,1364856,626229,1495442,Finland,Full
"October 31, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"November 07, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"November 14, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"November 21, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"November 28, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"December 05, 2021",263895,313807,1364858,626229,1495445,Finland,Full
"December 06, 2020",5370,15355,65679,35894,48911,France,Full
"December 13, 2020",30238,54915,231674,132481,180047,France,Full
"December 20, 2020",58812,82092,337681,187716,292311,France,Full
"December 27, 2020",90721,107912,427577,226982,394677,France,Full
"January 03, 2021",123124,132015,507494,256717,466179,France,Full
"January 10, 2021",156810,156637,584701,283677,523930,France,Full
"January 17, 2021",199386,182765,666642,311519,582227,France,Full
"January 24, 2021",269767,212592,759033,342637,643750,France,Full
"January 31, 2021",351964,248046,871505,381310,715857,France,Full
"February 07, 2021",453405,294126,1020269,427831,792605,France,Full
"February 14, 2021",574372,352262,1207661,484528,877281,France,Full
"February 21, 2021",754395,431750,1461769,558590,976861,France,Full
"February 28, 2021",951236,535997,1806525,656211,1088869,France,Full
"March 07, 2021",1161894,689637,2314428,790589,1218068,France,Full
"March 14, 2021",1518008,938290,3090042,988209,1385293,France,Full
"March 21, 2021",1941448,1271930,4059481,1225749,1566764,France,Full
"March 28, 2021",2250855,1611639,5013787,1447673,1736366,France,Full
"April 04, 2021",2484415,1886391,5779363,1624209,1885587,France,Full
"April 11, 2021",2716385,2110157,6437759,1791859,2034679,France,Full
"April 18, 2021",2983139,2368548,7225978,2017572,2243781,France,Full
"April 25, 2021",3218824,2743916,8436545,2353768,2533854,France,Full
"May 02, 2021",3346055,3146927,9789609,2748521,2852957,France,Full
"May 09, 2021",3404047,3475766,11095347,3294564,3332109,France,Full
"May 16, 2021",3416166,3771136,12410205,3987418,3945192,France,Full
"May 23, 2021",3422208,3970020,13505785,4723534,4676313,France,Full
"May 30, 2021",3424591,4054696,14208209,5249383,5651711,France,Full
"June 06, 2021",3425505,4097072,14561868,5608563,6657015,France,Full
"June 13, 2021",3425999,4125093,14787784,5890818,7607266,France,Full
"June 20, 2021",3426290,4144968,14948146,6101405,8286448,France,Full
"June 27, 2021",3426495,4162855,15085068,6267691,8841203,France,Full
"July 04, 2021",3426683,4181480,15236030,6431707,9565946,France,Full
"July 11, 2021",3426998,4207177,15439260,6609216,10386483,France,Full
"July 18, 2021",3427199,4224602,15583874,6722965,11107477,France,Full
"July 25, 2021",3427403,4237588,15698898,6812624,11888323,France,Full
"August 01, 2021",3427570,4243284,15757397,6866677,12587856,France,Full
"August 08, 2021",3427715,4245780,15790517,6900029,13107586,France,Full
"August 15, 2021",3427797,4247363,15812582,6921398,13519190,France,Full
"August 22, 2021",3427849,4248733,15829089,6935485,13714357,France,Full
"August 29, 2021",3427899,4250032,15847521,6950183,13887008,France,Full
"September 05, 2021",3427961,4251490,15869271,6970115,14143487,France,Full
"September 12, 2021",3428035,4253125,15892865,6994356,14433554,France,Full
"September 19, 2021",3428102,4254799,15921177,7029347,14795003,France,Full
"September 26, 2021",3428160,4257271,15966587,7092464,15207405,France,Full
"October 03, 2021",3428187,4259926,16021489,7176481,15460352,France,Full
"October 10, 2021",3428205,4261170,16053701,7245711,15560780,France,Full
"October 17, 2021",3428209,4261350,16059493,7263573,15584304,France,Full
"October 24, 2021",3428209,4261350,16059549,7263713,15584909,France,Full
"October 31, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"November 07, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"November 14, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"November 21, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"November 28, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"December 05, 2021",3428209,4261351,16059561,7263734,15584999,France,Full
"December 06, 2020",5369,5574,20890,6228,8878,Greece,Full
"December 13, 2020",15608,15507,60501,17103,22794,Greece,Full
"December 20, 2020",24591,24719,93453,25889,32704,Greece,Full
"December 27, 2020",31171,32318,115984,32047,40237,Greece,Full
"January 03, 2021",38370,40170,136874,37764,47581,Greece,Full
"January 10, 2021",44528,48216,156730,42770,54184,Greece,Full
"January 17, 2021",49662,54723,170090,46236,59250,Greece,Full
"January 24, 2021",56287,62486,186267,50314,65421,Greece,Full
"January 31, 2021",66753,73880,209095,55842,72029,Greece,Full
"February 07, 2021",83313,90432,243846,63954,80489,Greece,Full
"February 14, 2021",110053,109463,283128,73351,89880,Greece,Full
"February 21, 2021",135115,130841,331136,84866,99828,Greece,Full
"February 28, 2021",152105,147772,373040,95065,108555,Greece,Full
"March 07, 2021",165850,159177,402023,102443,115921,Greece,Full
"March 14, 2021",175874,170432,430661,109405,122755,Greece,Full
"March 21, 2021",190178,189201,475536,119763,132423,Greece,Full
"March 28, 2021",200478,211076,528102,132164,144529,Greece,Full
"April 04, 2021",212532,239792,597994,148159,161353,Greece,Full
"April 11, 2021",212678,282900,704217,170808,183416,Greece,Full
"April 18, 2021",212726,346980,868437,200280,210564,Greece,Full
"April 25, 2021",212764,380186,1054726,239399,243219,Greece,Full
"May 02, 2021",212779,404102,1276686,290389,278229,Greece,Full
"May 09, 2021",212795,413722,1473777,334285,316649,Greece,Full
"May 16, 2021",212817,424044,1689612,407037,395151,Greece,Full
"May 23, 2021",212848,436261,1865386,514258,517428,Greece,Full
"May 30, 2021",212961,450925,1966031,642682,699544,Greece,Full
"June 06, 2021",213031,465799,2066394,787299,880294,Greece,Full
"June 13, 2021",213059,471078,2115191,937698,972493,Greece,Full
"June 20, 2021",213077,474466,2154920,1015417,1073833,Greece,Full
"June 27, 2021",213099,476285,2189317,1038395,1238141,Greece,Full
"July 04, 2021",213154,477718,2223273,1063442,1528910,Greece,Full
"July 11, 2021",213212,479021,2251216,1091261,1744441,Greece,Full
"July 18, 2021",213264,479905,2263519,1103721,1846062,Greece,Full
"July 25, 2021",213302,480380,2272174,1110007,1877559,Greece,Full
"August 01, 2021",213310,480589,2276343,1111959,1908433,Greece,Full
"August 08, 2021",213310,480964,2281554,1113940,1975779,Greece,Full
"August 15, 2021",213310,481499,2289003,1116666,2075441,Greece,Full
"August 22, 2021",213310,481923,2296034,1119493,2154213,Greece,Full
"August 29, 2021",213313,482225,2302781,1121896,2196910,Greece,Full
"September 05, 2021",213315,482961,2310697,1125071,2226496,Greece,Full
"September 12, 2021",213315,483187,2318153,1128303,2268179,Greece,Full
"September 19, 2021",213315,483598,2327653,1132695,2338087,Greece,Full
"September 26, 2021",213315,484058,2338558,1138167,2396402,Greece,Full
"October 03, 2021",213316,484327,2348911,1144092,2455415,Greece,Full
"October 10, 2021",213317,484744,2367213,1155468,2466627,Greece,Full
"October 17, 2021",213317,484862,2384995,1168069,2471952,Greece,Full
"October 24, 2021",213317,484868,2386612,1169152,2472394,Greece,Full
"October 31, 2021",213317,484868,2386612,1169152,2472400,Greece,Full
"November 07, 2021",213317,484868,2386614,1169152,2472403,Greece,Full
"November 14, 2021",213317,484868,2386614,1169152,2472403,Greece,Full
"November 21, 2021",213317,484868,2386614,1169152,2472403,Greece,Full
"November 28, 2021",213317,484868,2386614,1169152,2472403,Greece,Full
"December 05, 2021",213317,484868,2386614,1169152,2472403,Greece,Full
"December 06, 2020",1776,2972,6613,2100,1978,Hungary,Full
"December 13, 2020",4183,6054,20378,6183,5759,Hungary,Full
"December 20, 2020",6666,10732,42097,13631,12744,Hungary,Full
"December 27, 2020",9103,12703,51177,16267,15691,Hungary,Full
"January 03, 2021",10641,14701,60162,19020,18922,Hungary,Full
"January 10, 2021",12365,16474,68242,21608,21983,Hungary,Full
"January 17, 2021",14111,18262,75484,23975,25217,Hungary,Full
"January 24, 2021",17333,19903,82421,26243,28791,Hungary,Full
"January 31, 2021",21427,21768,89814,28874,32736,Hungary,Full
"February 07, 2021",24531,23727,98025,31698,37406,Hungary,Full
"February 14, 2021",29342,26067,107868,35188,42615,Hungary,Full
"February 21, 2021",66594,29296,118204,38865,48286,Hungary,Full
"February 28, 2021",70978,31419,127892,42281,53458,Hungary,Full
"March 07, 2021",75235,33342,137373,45617,58660,Hungary,Full
"March 14, 2021",81348,35628,147563,49183,63646,Hungary,Full
"March 21, 2021",89214,38379,159617,53324,68238,Hungary,Full
"March 28, 2021",95202,40205,167629,56058,71604,Hungary,Full
"April 04, 2021",102821,42916,178941,59652,75903,Hungary,Full
"April 11, 2021",112637,46064,191234,63321,79791,Hungary,Full
"April 18, 2021",125865,53692,222073,70042,85250,Hungary,Full
"April 25, 2021",151128,60962,251134,78064,93368,Hungary,Full
"May 02, 2021",173781,73006,301527,92118,107545,Hungary,Full
"May 09, 2021",184034,87888,368728,111936,127078,Hungary,Full
"May 16, 2021",189814,104571,469394,148747,152940,Hungary,Full
"May 23, 2021",216358,149489,653081,195090,201615,Hungary,Full
"May 30, 2021",287564,171752,758232,227375,254151,Hungary,Full
"June 06, 2021",289492,191578,859848,260814,306705,Hungary,Full
"June 13, 2021",292911,233961,1046068,326953,385596,Hungary,Full
"June 20, 2021",294498,294025,1371981,425787,488738,Hungary,Full
"June 27, 2021",295582,310210,1495504,477902,578405,Hungary,Full
"July 04, 2021",296022,320644,1602781,523974,634461,Hungary,Full
"July 11, 2021",296022,336576,1787583,602001,773695,Hungary,Full
"July 18, 2021",296022,347584,1926148,685967,950481,Hungary,Full
"July 25, 2021",296022,351530,1981372,745633,1100903,Hungary,Full
"August 01, 2021",296022,353893,2016286,762168,1216469,Hungary,Full
"August 08, 2021",296022,356722,2038916,776005,1474016,Hungary,Full
"August 15, 2021",296022,357111,2047892,783860,1676731,Hungary,Full
"August 22, 2021",296022,357794,2064519,811111,1836300,Hungary,Full
"August 29, 2021",296022,358263,2073595,829404,1887253,Hungary,Full
"September 05, 2021",296022,359977,2083065,846868,1944707,Hungary,Full
"September 12, 2021",296022,360135,2084658,847768,1989291,Hungary,Full
"September 19, 2021",296022,361247,2089435,849935,2015067,Hungary,Full
"September 26, 2021",296022,364604,2115225,866332,2054502,Hungary,Full
"October 03, 2021",296022,367015,2125811,871357,2061058,Hungary,Full
"October 10, 2021",296022,370170,2147295,883321,2072284,Hungary,Full
"October 17, 2021",296022,372125,2171991,898401,2088140,Hungary,Full
"October 24, 2021",296022,372371,2177712,901141,2090141,Hungary,Full
"October 31, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"November 07, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"November 14, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"November 21, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"November 28, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"December 05, 2021",296022,372382,2178144,901304,2090231,Hungary,Full
"December 06, 2020",1025,510,1347,141,73,Republic of Ireland,Full
"December 13, 2020",4052,2190,5520,555,303,Republic of Ireland,Full
"December 20, 2020",7718,4085,10124,988,561,Republic of Ireland,Full
"December 27, 2020",12032,6094,14994,1520,893,Republic of Ireland,Full
"January 03, 2021",14436,7492,18556,1893,1126,Republic of Ireland,Full
"January 10, 2021",17278,8649,21477,2172,1315,Republic of Ireland,Full
"January 17, 2021",21042,10089,24821,2481,1500,Republic of Ireland,Full
"January 24, 2021",26041,12608,29248,2894,1802,Republic of Ireland,Full
"January 31, 2021",32471,14621,33728,3280,2128,Republic of Ireland,Full
"February 07, 2021",41220,17404,39403,3724,2609,Republic of Ireland,Full
"February 14, 2021",56420,21862,47203,4390,3116,Republic of Ireland,Full
"February 21, 2021",89426,27381,57435,5257,3710,Republic of Ireland,Full
"February 28, 2021",143324,35079,69865,6215,4479,Republic of Ireland,Full
"March 07, 2021",205515,44626,83656,7249,5313,Republic of Ireland,Full
"March 14, 2021",245037,66641,107265,8535,6214,Republic of Ireland,Full
"March 21, 2021",278760,108055,142876,10510,7642,Republic of Ireland,Full
"March 28, 2021",287513,169021,215324,12335,9172,Republic of Ireland,Full
"April 04, 2021",288691,191536,346201,14544,10698,Republic of Ireland,Full
"April 11, 2021",289455,203871,465648,17441,13064,Republic of Ireland,Full
"April 18, 2021",290180,222478,593858,20425,16504,Republic of Ireland,Full
"April 25, 2021",290757,251560,711551,24814,20321,Republic of Ireland,Full
"May 02, 2021",291279,282791,861242,39044,66691,Republic of Ireland,Full
"May 09, 2021",292421,304177,1007916,60508,164708,Republic of Ireland,Full
"May 16, 2021",292920,311291,1121483,89314,262855,Republic of Ireland,Full
"May 23, 2021",293565,321322,1204354,176659,355240,Republic of Ireland,Full
"May 30, 2021",294078,331783,1271522,317480,409485,Republic of Ireland,Full
"June 06, 2021",294656,337393,1307523,398104,428247,Republic of Ireland,Full
"June 13, 2021",295093,345133,1359193,443660,444113,Republic of Ireland,Full
"June 20, 2021",295234,352607,1415877,499532,467561,Republic of Ireland,Full
"June 27, 2021",295562,354937,1432393,552523,526446,Republic of Ireland,Full
"July 04, 2021",296020,355669,1437618,557560,622552,Republic of Ireland,Full
"July 11, 2021",296090,355828,1439073,559065,677563,Republic of Ireland,Full
"July 18, 2021",296130,355933,1439757,559512,727643,Republic of Ireland,Full
"July 25, 2021",296261,356106,1441320,560205,775829,Republic of Ireland,Full
"August 01, 2021",296273,356237,1442106,560581,817697,Republic of Ireland,Full
"August 08, 2021",296286,356334,1442761,560973,859670,Republic of Ireland,Full
"August 15, 2021",296290,356485,1443798,561483,910022,Republic of Ireland,Full
"August 22, 2021",296292,356701,1445261,562294,952354,Republic of Ireland,Full
"August 29, 2021",296295,356952,1447328,563313,970028,Republic of Ireland,Full
"September 05, 2021",296297,357385,1451324,565362,975621,Republic of Ireland,Full
"September 12, 2021",296299,357883,1455386,567077,977360,Republic of Ireland,Full
"September 19, 2021",296300,358337,1459361,568809,980641,Republic of Ireland,Full
